screen_name,tweet_count,mean_like_count,mean_reply_count,mean_retweet_count,mean_quote_count
Arezoo_8060,19,285.3157894736842,17.210526315789473,61.1578947368421,2.3157894736842106
Arezurose,143,574.5454545454545,20.083916083916083,93.02797202797203,2.5454545454545454
AriaOmid,3,1.3333333333333333,1.0,0.0,0.0
AriaVatanpour,73,112.56164383561644,5.972602739726027,43.38356164383562,1.9589041095890412
Ariamehhr,3,5.333333333333333,0.0,2.6666666666666665,0.3333333333333333
AriamehrAaron,93,259.21505376344084,5.709677419354839,68.34408602150538,1.935483870967742
ArianArian00,6,675.3333333333334,114.83333333333333,64.83333333333333,9.5
ArianMutter,49,60.6530612244898,6.061224489795919,15.142857142857142,0.7346938775510204
Arianrad5,2,226.5,5.0,42.5,1.0
Ariaroshangar,15,259.46666666666664,9.933333333333334,71.73333333333333,3.066666666666667
Ario1401,151,2142.8675496688743,48.311258278145694,286.47682119205297,5.026490066225166
Arman1828ex,2,10.0,2.0,0.5,0.0
Armanjasoor,67,303.1641791044776,38.02985074626866,74.28358208955224,2.208955223880597
Armin19910215,1,11.0,2.0,3.0,1.0
ArminNavabi,1,217.0,49.0,120.0,9.0
Arrested_voice,96,348.4791666666667,30.052083333333332,62.270833333333336,1.3854166666666667
Arsalan_shizi,1,2.0,1.0,0.0,0.0
Arsha45914097,2,1860.0,343.5,97.0,20.5
Artemizshahdokh,25,2.32,0.12,0.32,0.0
ArteshAriamehr,557,234.91741472172353,7.712746858168761,55.03411131059246,1.4793536804308798
Aryammehr_2,409,1623.3056234718827,60.48655256723716,290.63814180929097,6.67237163814181
Aryan_phoenix,2,2.5,0.0,0.0,0.0
Asadi222Mehrdad,22,307.0,7.681818181818182,75.5,2.3636363636363638
AsbeAtash45,473,175.2029598308668,5.112050739957716,49.883720930232556,1.0486257928118394
AsgharSepehri,6,3819.6666666666665,179.66666666666666,1060.1666666666667,46.333333333333336
Astrophil_Mars,305,21.029508196721313,2.3377049180327867,4.79344262295082,0.11475409836065574
Ava_e_rahaee,2,1.0,0.0,0.0,0.0
Awat_Baggio,10,921.7,37.3,215.3,7.7
AzadChakavak,175,124.06857142857143,3.697142857142857,22.154285714285713,0.8457142857142858
AzadehKhorasan,136,351.2352941176471,9.786764705882353,79.94852941176471,2.4558823529411766
Azadlavasani,5,1489.0,18.4,105.4,2.4
Azihastam1,20,325.05,8.4,43.35,1.3
BB_Goal,28,2.107142857142857,0.07142857142857142,0.17857142857142858,0.10714285714285714
BELOVEDIRAAAAN,2,182.5,2.0,22.0,1.0
BParnian1,34,16.029411764705884,0.8823529411764706,4.411764705882353,0.35294117647058826
BabakShekarabi,31,969.4193548387096,52.32258064516129,250.3548387096774,10.451612903225806
Bachejirjirak,98,0.5612244897959183,0.030612244897959183,0.01020408163265306,0.01020408163265306
Bahar00452227,1,2.0,1.0,0.0,0.0
Bahar__Bahari,55,564.9818181818182,23.89090909090909,107.67272727272727,3.6
Bahar_e_Azadi,1,547.0,7.0,125.0,3.0
Baharak_Irani,5,214.2,3.8,32.6,0.8
Bahram2541,9,2.7777777777777777,0.0,0.4444444444444444,0.0
BamdadPirouzi,478,121.19456066945607,5.140167364016737,42.21129707112971,0.7196652719665272
Banuirani84,72,209.38888888888889,7.125,45.625,0.875
Banuyetehrani,3,0.6666666666666666,0.0,0.3333333333333333,0.0
Baran27922,60,76.15,5.433333333333334,17.866666666666667,1.2333333333333334
